Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Depart_delay_min,Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
AA,01/01/2019,1,N111ZM,LAX,08:00,07:59,402,394,-1,08:19,20,0,0,0,0,0
AA,01/01/2019,3,N105NN,LAX,12:30,12:23,390,381,-7,12:38,15,0,0,0,0,0
AA,01/01/2019,24,N982NN,LAS,19:55,19:52,368,367,-3,20:22,30,0,0,0,0,0
AA,01/01/2019,33,N103NN,LAX,07:00,06:56,414,438,-4,07:19,23,0,0,20,0,0
AA,01/01/2019,117,N113AN,LAX,15:00,14:56,392,382,-4,15:11,15,0,0,0,0,0
AA,01/01/2019,133,N106NN,LAX,17:00,17:23,403,420,23,17:57,34,23,0,17,0,0
AA,01/01/2019,179,N108NN,SFO,11:00,10:55,407,397,-5,11:15,20,0,0,0,0,0
AA,01/01/2019,243,N396AN,MIA,15:45,15:41,211,199,-4,16:17,36,0,0,0,0,0
AA,01/01/2019,255,N104NN,LAX,10:00,09:56,397,397,-4,10:17,21,0,0,0,0,0
AA,01/01/2019,277,N902NN,ORD,13:00,12:59,172,184,-1,13:22,23,0,0,0,0,0
AA,01/01/2019,341,N102NN,LAX,14:00,13:51,395,398,-9,14:23,32,0,0,0,0,0
AA,01/01/2019,429,N808AW,CLT,12:55,12:50,124,128,-5,13:11,21,0,0,0,0,0
AA,01/01/2019,631,N803AW,CLT,19:25,19:21,132,121,-4,19:40,19,0,0,0,0,0
AA,01/01/2019,952,N941NN,PHX,13:30,13:32,357,388,2,13:51,19,2,0,31,0,0
AA,01/01/2019,969,N982NN,LAS,07:00,06:54,367,353,-6,07:09,15,0,0,0,0,0
AA,01/01/2019,1119,N966AN,DFW,22:42,22:51,253,244,9,23:19,28,0,0,0,0,0
AA,01/01/2019,1140,N102NN,BOS,09:40,09:33,76,73,-7,09:57,24,0,0,0,0,0
AA,01/01/2019,1240,N893NN,MCO,20:40,20:33,190,170,-7,20:53,20,0,0,0,0,0
AA,01/01/2019,1274,N891NN,DFW,12:29,12:32,251,245,3,12:45,13,0,0,0,0,0
AA,01/01/2019,1278,N862NN,BOS,21:30,21:27,76,64,-3,21:45,18,0,0,0,0,0
AA,01/01/2019,1414,N951AA,ORD,17:08,17:50,186,178,42,18:08,18,34,0,0,0,0
AA,01/01/2019,1444,N890NN,CLT,08:15,08:14,139,128,-1,08:33,19,0,0,0,0,0
AA,01/01/2019,1445,N929AN,SEA,18:35,19:29,394,378,54,19:49,20,38,0,0,0,0
AA,01/01/2019,1487,N972NN,PHX,06:30,06:26,364,363,-4,06:39,13,0,0,0,0,0
AA,01/01/2019,1571,N388AA,MIA,10:59,10:55,192,182,-4,11:14,19,0,0,0,0,0
AA,01/01/2019,1587,N934AN,PHX,16:30,16:27,360,389,-3,16:53,26,0,0,26,0,0
AA,01/01/2019,1610,N691AA,MIA,08:00,08:00,200,197,0,08:21,21,0,0,0,0,0
AA,01/01/2019,2218,N952AA,SAN,20:00,20:07,380,394,7,20:29,22,7,0,14,0,0
AA,01/01/2019,2234,N818NN,DFW,06:30,06:27,255,289,-3,06:46,19,0,0,31,0,0
AA,01/01/2019,2268,N177AN,MIA,06:08,06:05,196,182,-3,06:22,17,0,0,0,0,0
AA,01/01/2019,2291,N901AN,CLT,17:00,17:07,127,118,7,17:27,20,0,0,0,0,0
AA,01/01/2019,2305,N116AN,SFO,16:10,16:04,409,403,-6,16:40,36,0,0,0,0,0
AA,01/01/2019,2369,N810NN,PHX,10:20,10:19,357,387,-1,10:46,27,0,0,29,0,0
AA,01/01/2019,2383,N691AA,MIA,17:29,17:29,201,183,0,17:50,21,0,0,0,0,0
AA,01/01/2019,2423,N806NN,DFW,18:13,18:11,262,239,-2,18:30,19,0,0,0,0,0
AA,01/01/2019,2514,N860NN,AUS,08:30,00:00,268,0,0,00:00,0,0,0,0,0,0
AA,01/01/2019,2572,N733AR,MIA,13:30,13:28,198,180,-2,13:48,20,0,0,0,0,0
AA,01/01/2019,2643,N967NN,CLT,06:30,06:29,131,127,-1,06:52,23,0,0,0,0,0
AA,01/01/2019,2652,N115NN,SFO,18:30,18:20,412,403,-10,18:37,17,0,0,0,0,0
AA,01/01/2019,2704,N880NN,MCO,15:50,16:26,192,180,36,16:50,24,5,0,0,0,19
AA,01/01/2019,2756,N874NN,PHX,21:15,21:18,361,346,3,21:39,21,0,0,0,0,0
AA,01/01/2019,2772,N906NN,AUS,19:29,19:26,264,271,-3,19:53,27,0,0,0,0,0
AA,01/01/2019,2773,N893NN,DCA,15:43,15:43,92,98,0,16:22,39,0,0,0,0,0
AA,01/01/2019,2783,N183AN,EGE,10:40,10:36,292,354,-4,10:58,22,0,0,58,0,0
AA,01/01/2019,2819,N937NN,SAN,17:45,17:41,383,389,-4,17:59,18,0,0,0,0,0
AA,01/01/2019,2827,N389AA,DFW,07:50,07:47,260,253,-3,08:03,16,0,0,0,0,0
AA,01/02/2019,1,N101NN,LAX,08:00,07:54,402,376,-6,08:10,16,0,0,0,0,0
AA,01/02/2019,3,N109NN,LAX,12:30,12:27,390,369,-3,12:42,15,0,0,0,0,0
AA,01/02/2019,24,N934AN,LAS,19:55,19:55,368,369,0,20:16,21,0,0,0,0,0
AA,01/02/2019,33,N111ZM,LAX,07:00,06:56,414,411,-4,07:18,22,0,0,0,0,0
AA,01/02/2019,42,N108NN,LAX,09:00,08:59,404,376,-1,09:36,37,0,0,0,0,0
AA,01/02/2019,53,N103NN,LAX,16:00,15:55,407,375,-5,16:24,29,0,0,0,0,0
AA,01/02/2019,117,N117AN,LAX,15:00,15:01,392,376,1,15:20,19,0,0,0,0,0
AA,01/02/2019,133,N102NN,LAX,17:00,17:09,403,359,9,17:26,17,0,0,0,0,0
AA,01/02/2019,179,N107NN,SFO,11:00,10:55,407,391,-5,11:19,24,0,0,0,0,0
AA,01/02/2019,243,N397AN,MIA,15:45,15:42,211,194,-3,16:07,25,0,0,0,0,0
AA,01/02/2019,255,N104NN,LAX,10:00,09:54,397,384,-6,10:26,32,0,0,0,0,0
AA,01/02/2019,277,N959NN,ORD,13:00,13:00,172,166,0,13:16,16,0,0,0,0,0
AA,01/02/2019,302,N116AN,LAX,18:00,17:54,402,366,-6,18:12,18,0,0,0,0,0
AA,01/02/2019,331,N112AN,LAX,11:00,10:49,392,385,-11,11:13,24,0,0,0,0,0
AA,01/02/2019,341,N114NN,LAX,14:00,13:54,395,378,-6,14:10,16,0,0,0,0,0
AA,01/02/2019,429,N826AW,CLT,12:55,12:50,124,108,-5,13:06,16,0,0,0,0,0
AA,01/02/2019,631,N821AW,CLT,19:25,19:18,132,120,-7,19:31,13,0,0,0,0,0
AA,01/02/2019,952,N827NN,PHX,13:30,13:32,357,349,2,13:47,15,0,0,0,0,0
AA,01/02/2019,969,N934AN,LAS,07:00,06:56,367,348,-4,07:12,16,0,0,0,0,0
AA,01/02/2019,1140,N114NN,BOS,09:40,09:34,76,75,-6,10:06,32,0,0,0,0,0
AA,01/02/2019,1240,N979NN,MCO,20:40,20:38,190,167,-2,21:02,24,0,0,0,0,0
AA,01/02/2019,1274,N918NN,DFW,12:29,12:26,251,246,-3,12:41,15,0,0,0,0,0
AA,01/02/2019,1278,N832NN,BOS,21:30,21:26,76,65,-4,21:47,21,0,0,0,0,0
AA,01/02/2019,1414,N944NN,ORD,17:08,17:17,186,177,9,17:37,20,0,0,0,0,0
AA,01/02/2019,1444,N910NN,CLT,08:15,08:13,139,134,-2,08:26,13,0,0,0,0,0
AA,01/02/2019,1445,N964AN,SEA,18:35,18:36,394,392,1,18:58,22,0,0,0,0,0
AA,01/02/2019,1487,N301PA,PHX,06:30,06:25,364,358,-5,06:44,19,0,0,0,0,0
AA,01/02/2019,1500,N944NN,CLT,05:00,05:01,125,122,1,05:19,18,0,0,0,0,0
AA,01/02/2019,1571,N348AN,MIA,10:59,10:57,192,186,-2,11:21,24,0,0,0,0,0
AA,01/02/2019,1587,N981AN,PHX,16:30,16:23,360,340,-7,16:40,17,0,0,0,0,0
AA,01/02/2019,1610,N187AN,MIA,08:00,07:58,200,208,-2,08:20,22,0,0,0,0,0
AA,01/02/2019,2218,N928NN,SAN,20:00,19:56,380,373,-4,20:19,23,0,0,0,0,0
AA,01/02/2019,2234,N980AN,DFW,06:30,07:17,255,295,47,07:59,42,0,0,87,0,0
AA,01/02/2019,2268,N192AN,MIA,06:08,06:08,196,181,0,06:26,18,0,0,0,0,0
AA,01/02/2019,2291,N945NN,CLT,17:00,16:58,127,122,-2,17:10,12,0,0,0,0,0
AA,01/02/2019,2305,N113AN,SFO,16:10,16:02,409,392,-8,16:29,27,0,0,0,0,0
AA,01/02/2019,2369,N886NN,PHX,10:20,10:20,357,345,0,10:39,19,0,0,0,0,0
AA,01/02/2019,2383,N148AN,MIA,17:29,17:22,201,207,-7,17:43,21,0,0,0,0,0
AA,01/02/2019,2423,N937NN,DFW,18:13,18:22,262,262,9,18:40,18,0,0,0,0,0
AA,01/02/2019,2514,N844NN,AUS,08:30,08:26,268,268,-4,08:48,22,0,0,0,0,0
AA,01/02/2019,2572,N728AN,MIA,13:30,13:27,198,161,-3,13:39,12,0,0,0,0,0
AA,01/02/2019,2643,N909NN,CLT,06:30,07:55,131,125,85,08:13,18,79,0,0,0,0
AA,01/02/2019,2652,N105NN,SFO,18:30,18:23,412,403,-7,18:41,18,0,0,0,0,0
AA,01/02/2019,2704,N955NN,MCO,15:50,15:45,192,193,-5,16:13,28,0,0,0,0,0
AA,01/02/2019,2756,N954AN,PHX,21:15,21:16,361,343,1,21:37,21,0,0,0,0,0
AA,01/02/2019,2772,N355PU,AUS,19:29,19:27,264,250,-2,19:49,22,0,0,0,0,0
AA,01/02/2019,2773,N979NN,DCA,15:43,15:42,92,98,-1,16:17,35,0,0,0,0,0
AA,01/02/2019,2783,N183AN,EGE,10:40,10:29,292,383,-11,10:47,18,0,0,80,0,0
AA,01/02/2019,2819,N967AN,SAN,17:45,17:45,383,376,0,18:04,19,0,0,0,0,0
AA,01/02/2019,2827,N349AN,DFW,07:50,08:55,260,269,65,09:12,17,0,0,74,0,0
AA,01/03/2019,1,N101NN,LAX,08:00,08:12,402,372,12,08:23,11,0,0,0,0,0
AA,01/03/2019,3,N110AN,LAX,12:30,12:24,390,351,-6,12:45,21,0,0,0,0,0
AA,01/03/2019,24,N306NY,LAS,19:55,20:07,368,341,12,20:47,40,0,0,0,0,0
AA,01/03/2019,33,N115NN,LAX,07:00,06:59,414,374,-1,07:16,17,0,0,0,0,0
AA,01/03/2019,42,N107NN,LAX,09:00,08:52,404,412,-8,09:09,17,0,0,0,0,0
AA,01/03/2019,53,N106NN,LAX,16:00,16:31,407,372,31,17:02,31,0,0,0,0,0
AA,01/03/2019,117,N114NN,LAX,15:00,16:58,392,374,118,17:38,40,2,0,0,0,98
AA,01/03/2019,133,N105NN,LAX,17:00,17:44,403,381,44,18:14,30,0,0,0,0,22
AA,01/03/2019,179,N104NN,SFO,11:00,10:54,407,382,-6,11:14,20,0,0,0,0,0
AA,01/03/2019,243,N342AN,MIA,15:45,15:44,211,203,-1,16:14,30,0,0,0,0,0
AA,01/03/2019,255,N111ZM,LAX,10:00,09:57,397,382,-3,10:17,20,0,0,0,0,0
AA,01/03/2019,277,N936NN,ORD,13:00,12:59,172,162,-1,13:13,14,0,0,0,0,0
AA,01/03/2019,302,N112AN,LAX,18:00,18:39,402,376,39,19:04,25,0,0,0,0,0
AA,01/03/2019,331,N102NN,LAX,11:00,10:55,392,355,-5,11:12,17,0,0,0,0,0
AA,01/03/2019,341,N116AN,LAX,14:00,13:57,395,354,-3,14:16,19,0,0,0,0,0
AA,01/03/2019,429,N803AW,CLT,12:55,12:48,124,125,-7,13:07,19,0,0,0,0,0
AA,01/03/2019,631,N716UW,CLT,19:25,19:20,132,113,-5,19:32,12,0,0,0,0,0
AA,01/03/2019,952,N848NN,PHX,13:29,13:25,357,312,-4,13:42,17,0,0,0,0,0
AA,01/03/2019,969,N889NN,LAS,07:00,06:57,367,336,-3,07:14,17,0,0,0,0,0
AA,01/03/2019,1140,N116AN,BOS,09:40,09:36,76,64,-4,09:53,17,0,0,0,0,0
AA,01/03/2019,1240,N301PA,MCO,20:40,20:41,190,180,1,20:59,18,0,0,0,0,0
AA,01/03/2019,1274,N931AN,DFW,12:29,12:24,251,259,-5,12:47,23,0,0,0,0,0
AA,01/03/2019,1278,N905AN,BOS,21:30,21:43,76,69,13,22:07,24,0,0,0,0,0
AA,01/03/2019,1414,N964AN,ORD,17:08,17:05,186,191,-3,17:43,38,0,0,0,0,0
AA,01/03/2019,1444,N928AN,CLT,08:15,08:12,139,134,-3,08:36,24,0,0,0,0,0
AA,01/03/2019,1445,N942NN,SEA,18:35,18:32,394,387,-3,18:58,26,0,0,0,0,0
AA,01/03/2019,1487,N961NN,PHX,06:30,06:30,364,348,0,06:48,18,0,0,0,0,0
AA,01/03/2019,1500,N301NW,CLT,05:00,04:54,125,133,-6,05:11,17,0,0,0,0,0
AA,01/03/2019,1571,N391AA,MIA,10:59,10:56,192,183,-3,11:18,22,0,0,0,0,0
AA,01/03/2019,1587,N301NW,PHX,16:30,16:27,360,337,-3,16:59,32,0,0,0,0,0
AA,01/03/2019,1610,N188AN,MIA,08:00,07:57,200,182,-3,08:14,17,0,0,0,0,0
AA,01/03/2019,2218,N850NN,SAN,20:00,20:02,380,352,2,20:45,43,0,0,0,0,0
AA,01/03/2019,2234,N800NN,DFW,06:30,06:28,255,277,-2,06:44,16,0,0,20,0,0
AA,01/03/2019,2268,N183AN,MIA,06:08,06:03,196,183,-5,06:19,16,0,0,0,0,0
AA,01/03/2019,2291,N874NN,CLT,17:00,16:54,127,127,-6,17:13,19,0,0,0,0,0
AA,01/03/2019,2305,N109NN,SFO,16:10,16:16,409,393,6,16:44,28,0,0,0,0,0
AA,01/03/2019,2369,N998NN,PHX,10:20,10:36,357,301,16,10:47,11,0,0,0,0,0
AA,01/03/2019,2383,N932AM,MIA,17:29,20:00,201,197,151,20:38,38,0,0,0,0,147
AA,01/03/2019,2423,N844NN,DFW,18:13,18:07,262,252,-6,18:23,16,0,0,0,0,0
AA,01/03/2019,2514,N844NN,AUS,08:30,08:29,268,264,-1,08:49,20,0,0,0,0,0
AA,01/03/2019,2572,N729AN,MIA,13:30,13:29,198,184,-1,13:50,21,0,0,0,0,0
AA,01/03/2019,2643,N957AN,CLT,06:30,06:25,131,126,-5,06:40,15,0,0,0,0,0
AA,01/03/2019,2652,N117AN,SFO,18:30,18:27,412,386,-3,18:55,28,0,0,0,0,0
AA,01/03/2019,2704,N859NN,MCO,15:50,15:51,192,186,1,16:19,28,0,0,0,0,0
AA,01/03/2019,2756,N887NN,PHX,21:15,21:34,361,318,19,21:54,20,0,0,0,0,0
AA,01/03/2019,2772,N949AN,AUS,19:29,19:23,264,235,-6,19:39,16,0,0,0,0,0
AA,01/03/2019,2773,N905AN,DCA,15:43,15:38,92,88,-5,16:09,31,0,0,0,0,0
AA,01/03/2019,2783,N197AN,EGE,10:40,14:05,292,287,205,14:40,35,4,0,0,0,196
AA,01/03/2019,2819,N805NN,SAN,17:45,17:55,383,344,10,18:13,18,0,0,0,0,0
AA,01/03/2019,2827,N399AN,DFW,07:50,07:47,260,285,-3,08:02,15,0,0,22,0,0
AA,01/04/2019,1,N111ZM,LAX,08:00,07:57,402,374,-3,08:17,20,0,0,0,0,0
AA,01/04/2019,3,N115NN,LAX,12:30,12:22,390,342,-8,12:37,15,0,0,0,0,0
AA,01/04/2019,24,N852NN,LAS,19:55,19:53,368,316,-2,20:08,15,0,0,0,0,0
AA,01/04/2019,33,N106NN,LAX,07:00,06:50,414,376,-10,07:09,19,0,0,0,0,0
AA,01/04/2019,42,N101NN,LAX,09:00,08:55,404,351,-5,09:21,26,0,0,0,0,0
AA,01/04/2019,53,N108NN,LAX,16:00,15:53,407,372,-7,16:31,38,0,0,0,0,0
AA,01/04/2019,117,N113AN,LAX,15:00,15:00,392,362,0,15:27,27,0,0,0,0,0
AA,01/04/2019,133,N117AN,LAX,17:00,17:08,403,365,8,17:22,14,0,0,0,0,0
AA,01/04/2019,179,N107NN,SFO,11:00,10:58,407,369,-2,11:15,17,0,0,0,0,0
AA,01/04/2019,243,N389AA,MIA,15:45,15:41,211,236,-4,16:24,43,0,0,21,0,0
AA,01/04/2019,255,N114NN,LAX,10:00,10:09,397,348,9,10:29,20,0,0,0,0,0
AA,01/04/2019,277,N853NN,ORD,13:00,13:00,172,163,0,13:19,19,0,0,0,0,0
AA,01/04/2019,302,N116AN,LAX,18:00,18:01,402,371,1,18:19,18,0,0,0,0,0
AA,01/04/2019,331,N104NN,LAX,11:00,10:56,392,335,-4,11:11,15,0,0,0,0,0
AA,01/04/2019,341,N105NN,LAX,14:00,13:55,395,354,-5,14:16,21,0,0,0,0,0
AA,01/04/2019,429,N770UW,CLT,12:55,12:50,124,112,-5,13:03,13,0,0,0,0,0
AA,01/04/2019,631,N738US,CLT,19:25,19:21,132,118,-4,19:35,14,0,0,0,0,0
AA,01/04/2019,952,N937AN,PHX,13:30,13:25,357,309,-5,13:42,17,0,0,0,0,0
AA,01/04/2019,969,N852NN,LAS,07:00,06:55,367,317,-5,07:10,15,0,0,0,0,0
AA,01/04/2019,1140,N105NN,BOS,09:40,09:44,76,76,4,10:09,25,0,0,0,0,0
AA,01/04/2019,1240,N936NN,MCO,20:40,20:47,190,180,7,21:08,21,0,0,0,0,0
AA,01/04/2019,1274,N965AN,DFW,12:29,12:28,251,236,-1,12:46,18,0,0,0,0,0
AA,01/04/2019,1278,N946AN,BOS,21:30,21:44,76,63,14,22:05,21,0,0,0,0,0
AA,01/04/2019,1414,N935NN,ORD,17:08,17:08,186,180,0,17:23,15,0,0,0,0,0
AA,01/04/2019,1444,N923AN,CLT,08:15,08:52,139,115,37,09:08,16,0,0,0,0,0
AA,01/04/2019,1445,N921NN,SEA,18:35,18:34,394,390,-1,18:56,22,0,0,0,0,0
AA,01/04/2019,1487,N919AN,PHX,06:30,07:22,364,314,52,07:43,21,0,0,0,0,0
AA,01/04/2019,1500,N945NN,CLT,05:00,04:58,125,120,-2,05:18,20,0,0,0,0,0
AA,01/04/2019,1571,N342AN,MIA,10:59,10:59,192,181,0,11:13,14,0,0,0,0,0
AA,01/04/2019,1587,N945NN,PHX,16:30,16:32,360,367,2,17:04,32,0,0,0,0,0
AA,01/04/2019,1610,N395AN,MIA,08:00,08:27,200,187,27,08:48,21,0,0,0,0,0
AA,01/04/2019,2218,N889NN,SAN,20:00,20:02,380,367,2,20:34,32,0,0,0,0,0
AA,01/04/2019,2234,N806NN,DFW,06:30,06:28,255,226,-2,06:45,17,0,0,0,0,0
AA,01/04/2019,2268,N193AN,MIA,06:08,06:07,196,185,-1,06:30,23,0,0,0,0,0
AA,01/04/2019,2291,N920AN,CLT,17:00,16:55,127,124,-5,17:08,13,0,0,0,0,0
AA,01/04/2019,2305,N112AN,SFO,16:10,16:17,409,395,7,16:49,32,0,0,0,0,0
AA,01/04/2019,2369,N942AN,PHX,10:20,10:16,357,326,-4,10:37,21,0,0,0,0,0
AA,01/04/2019,2383,N395AN,MIA,17:29,17:28,201,183,-1,17:51,23,0,0,0,0,0
AA,01/04/2019,2423,N883NN,DFW,18:13,18:14,262,217,1,18:27,13,0,0,0,0,0
AA,01/04/2019,2514,N883NN,AUS,08:30,08:26,268,241,-4,08:41,15,0,0,0,0,0
AA,01/04/2019,2572,N734AR,MIA,13:30,13:29,198,184,-1,13:46,17,0,0,0,0,0
AA,01/04/2019,2643,N973NN,CLT,06:30,06:27,131,129,-3,06:52,25,0,0,0,0,0
AA,01/04/2019,2652,N106NN,SFO,18:30,20:22,412,437,112,20:46,24,0,0,25,0,112
AA,01/04/2019,2704,N887NN,MCO,15:50,16:06,192,192,16,16:46,40,16,0,0,0,0
AA,01/04/2019,2756,N969AN,PHX,21:15,21:09,361,314,-6,21:25,16,0,0,0,0,0
AA,01/04/2019,2772,N927NN,AUS,19:29,19:22,264,247,-7,19:37,15,0,0,0,0,0
AA,01/04/2019,2773,N949AN,DCA,15:43,15:40,92,102,-3,16:20,40,0,0,0,0,0
AA,01/04/2019,2783,N184AN,EGE,10:40,10:50,292,290,10,11:04,14,0,0,0,0,0
AA,01/04/2019,2819,N301NW,SAN,17:45,17:44,383,343,-1,18:01,17,0,0,0,0,0
AA,01/04/2019,2827,N399AN,DFW,07:50,07:49,260,231,-1,08:09,20,0,0,0,0,0
AA,01/05/2019,1,N111ZM,LAX,08:00,07:57,402,384,-3,08:24,27,0,0,0,0,0
AA,01/05/2019,3,N109NN,LAX,12:30,12:25,390,381,-5,12:42,17,0,0,0,0,0
AA,01/05/2019,24,N973NN,LAS,19:55,19:59,368,346,4,20:13,14,0,0,0,0,0
AA,01/05/2019,33,N107NN,LAX,07:00,06:56,414,381,-4,07:19,23,0,0,0,0,0
AA,01/05/2019,42,N115NN,LAX,09:00,08:54,404,383,-6,09:15,21,0,0,0,0,0
AA,01/05/2019,53,N106NN,LAX,16:00,15:57,407,400,-3,16:18,21,0,0,0,0,0
AA,01/05/2019,76,N108NN,SFO,07:00,06:55,410,443,-5,07:21,26,0,0,28,0,0
AA,01/05/2019,179,N104NN,SFO,11:00,12:35,407,396,95,12:52,17,0,0,84,0,0
AA,01/05/2019,243,N379AA,MIA,15:45,15:41,211,186,-4,15:59,18,0,0,0,0,0
AA,01/05/2019,255,N110AN,LAX,10:00,09:59,397,356,-1,10:17,18,0,0,0,0,0
AA,01/05/2019,302,N117AN,LAX,18:00,17:57,402,398,-3,18:13,16,0,0,0,0,0
AA,01/05/2019,429,N662AW,CLT,12:55,12:50,124,110,-5,13:14,24,0,0,0,0,0
AA,01/05/2019,487,N826AW,CLT,19:25,07:26,132,112,721,07:46,20,687,0,0,0,14
AA,01/05/2019,936,N198AA,STT,09:20,09:20,237,246,0,09:50,30,0,0,0,0,0
AA,01/05/2019,952,N942NN,PHX,13:30,13:30,357,359,0,14:16,46,0,0,0,0,0
AA,01/05/2019,1140,N116AN,BOS,09:40,09:35,76,61,-5,09:53,18,0,0,0,0,0
AA,01/05/2019,1240,N923NN,MCO,20:40,20:40,190,159,0,20:58,18,0,0,0,0,0
AA,01/05/2019,1274,N967AN,DFW,12:29,12:26,251,211,-3,12:39,13,0,0,0,0,0
AA,01/05/2019,1278,N906AN,BOS,21:30,21:26,76,63,-4,21:45,19,0,0,0,0,0
AA,01/05/2019,1357,N757AN,MIA,17:20,18:27,196,182,67,19:05,38,53,0,0,0,0
AA,01/05/2019,1414,N976AN,ORD,17:08,17:02,186,158,-6,17:18,16,0,0,0,0,0
AA,01/05/2019,1444,N919NN,CLT,08:15,08:29,139,117,14,08:57,28,0,0,0,0,0
AA,01/05/2019,1445,N879NN,SEA,18:35,18:39,394,426,4,19:17,38,4,0,32,0,0
AA,01/05/2019,1487,N301PA,PHX,06:35,06:30,364,322,-5,06:46,16,0,0,0,0,0
AA,01/05/2019,1571,N381AN,MIA,10:59,10:55,192,189,-4,11:15,20,0,0,0,0,0
AA,01/05/2019,1587,N904NN,PHX,16:30,16:29,360,346,-1,16:46,17,0,0,0,0,0
AA,01/05/2019,1610,N186AN,MIA,08:00,07:58,200,198,-2,08:22,24,0,0,0,0,0
AA,01/05/2019,2215,N116AN,SFO,21:05,20:57,411,406,-8,21:11,14,0,0,0,0,0
AA,01/05/2019,2218,N983NN,SAN,20:00,20:06,380,374,6,20:19,13,0,0,0,0,0
AA,01/05/2019,2234,N949AN,DFW,06:30,06:30,255,239,0,06:49,19,0,0,0,0,0
AA,01/05/2019,2268,N874NN,MIA,06:07,06:07,197,194,0,06:24,17,0,0,0,0,0
AA,01/05/2019,2369,N866NN,PHX,10:20,10:16,357,324,-4,10:34,18,0,0,0,0,0
AA,01/05/2019,2514,N912AN,AUS,08:30,08:29,268,233,-1,09:00,31,0,0,0,0,0
AA,01/05/2019,2572,N732AN,MIA,13:30,13:28,198,197,-2,14:12,44,0,0,0,0,0
AA,01/05/2019,2643,N809NN,CLT,06:35,06:37,131,123,2,07:12,35,0,0,0,0,0
AA,01/05/2019,2652,N113AN,SFO,18:30,18:27,412,464,-3,19:09,42,0,0,49,0,0
AA,01/05/2019,2704,N877NN,MCO,15:50,16:11,192,168,21,16:27,16,0,0,0,0,0
AA,01/05/2019,2756,N964AN,PHX,21:15,21:25,361,345,10,21:58,33,0,0,0,0,0
AA,01/05/2019,2772,N863NN,AUS,18:45,18:43,262,219,-2,18:57,14,0,0,0,0,0
AA,01/05/2019,2773,N116AN,DCA,15:43,15:41,92,59,-2,15:55,14,0,0,0,0,0
AA,01/05/2019,2783,N197AN,EGE,10:40,10:35,292,286,-5,10:54,19,0,0,0,0,0
AA,01/05/2019,2819,N889NN,SAN,17:45,17:44,383,379,-1,17:57,13,0,0,0,0,0
AA,01/06/2019,1,N107NN,LAX,08:00,07:54,393,367,-6,08:10,16,0,0,0,0,0
AA,01/06/2019,3,N111ZM,LAX,12:30,12:26,383,389,-4,12:42,16,0,0,0,0,0
AA,01/06/2019,15,N112AN,SFO,07:00,06:51,400,413,-9,07:10,19,0,0,0,0,0
AA,01/06/2019,33,N110AN,LAX,07:00,06:59,401,382,-1,07:26,27,0,0,0,0,0
AA,01/06/2019,42,N117AN,LAX,09:00,08:55,398,373,-5,09:10,15,0,0,0,0,0
AA,01/06/2019,53,N106NN,LAX,16:20,17:18,393,380,58,17:46,28,45,0,0,0,0
AA,01/06/2019,117,N109NN,LAX,15:20,15:16,391,398,-4,15:52,36,0,0,0,0,0
AA,01/06/2019,133,N115NN,LAX,17:20,17:13,392,404,-7,17:40,27,0,0,0,0,0
AA,01/06/2019,179,N101NN,SFO,11:00,12:52,401,430,112,13:41,49,0,0,141,0,0
AA,01/06/2019,243,N347AN,MIA,15:45,15:40,213,163,-5,16:03,23,0,0,0,0,0
AA,01/06/2019,255,N104NN,LAX,10:00,09:54,384,407,-6,10:18,24,0,0,17,0,0
AA,01/06/2019,277,N971AN,ORD,13:00,13:01,168,183,1,13:28,27,1,0,15,0,0
AA,01/06/2019,300,N110AN,LAX,20:30,20:34,393,396,4,21:24,50,0,0,0,0,0
AA,01/06/2019,302,N102NN,LAX,18:20,20:14,393,440,114,21:08,54,27,0,47,0,87
AA,01/06/2019,331,N108NN,LAX,11:00,10:52,380,378,-8,11:10,18,0,0,0,0,0
AA,01/06/2019,341,N105NN,LAX,14:00,13:53,381,387,-7,14:23,30,0,0,0,0,0
AA,01/06/2019,429,N704US,CLT,12:55,12:48,125,108,-7,13:10,22,0,0,0,0,0
AA,01/06/2019,631,N582UW,CLT,19:25,19:49,129,150,24,20:55,66,9,0,21,0,15
AA,01/06/2019,952,N932NN,PHX,13:29,13:24,340,339,-5,13:50,26,0,0,0,0,0
AA,01/06/2019,969,N933NN,LAS,07:00,06:56,360,356,-4,07:15,19,0,0,0,0,0
AA,01/06/2019,1047,N818NN,MIA,13:30,13:36,197,196,6,14:26,50,0,0,0,0,0
AA,01/06/2019,1140,N105NN,BOS,09:40,09:33,68,53,-7,09:46,13,0,0,0,0,0
AA,01/06/2019,1240,N971AN,MCO,20:40,20:37,186,171,-3,21:18,41,0,0,0,0,0
AA,01/06/2019,1274,N922AN,DFW,12:29,12:29,247,237,0,12:56,27,0,0,0,0,0
AA,01/06/2019,1278,N903NN,BOS,21:30,21:27,69,92,-3,22:10,43,0,0,20,0,0
AA,01/06/2019,1335,N912AN,LAS,20:00,19:58,362,393,-2,20:59,61,0,0,29,0,0
