Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Depart_delay_min,Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
AA,01/26/2019,2643,N950AN,CLT,06:35,06:29,124,125,-6,06:50,21,0,0,0,0,0
AA,01/26/2019,2704,N971AN,MCO,15:50,15:44,188,197,-6,16:03,19,0,0,0,0,0
AA,01/26/2019,2772,N866NN,AUS,18:45,18:38,262,255,-7,18:58,20,0,0,0,0,0
AA,01/26/2019,2773,N101NN,DCA,15:43,15:36,100,88,-7,15:54,18,0,0,0,0,0
AA,01/26/2019,2783,N692AA,EGE,10:50,10:42,285,280,-8,10:58,16,0,0,0,0,0
AA,01/27/2019,1,N116AN,LAX,08:00,07:57,393,395,-3,08:38,41,0,0,0,0,0
AA,01/27/2019,3,N102NN,LAX,12:30,12:22,383,362,-8,12:33,11,0,0,0,0,0
AA,01/27/2019,15,N111ZM,SFO,07:00,06:55,400,384,-5,07:09,14,0,0,0,0,0
AA,01/27/2019,33,N117AN,LAX,07:00,06:58,401,382,-2,07:29,31,0,0,0,0,0
AA,01/27/2019,42,N109NN,LAX,09:00,08:58,398,379,-2,09:22,24,0,0,0,0,0
AA,01/27/2019,53,N115NN,LAX,16:20,16:36,393,392,16,17:09,33,15,0,0,0,0
AA,01/27/2019,117,N113AN,LAX,15:20,15:19,391,371,-1,15:38,19,0,0,0,0,0
AA,01/27/2019,133,N103NN,LAX,17:20,17:24,392,373,4,17:49,25,0,0,0,0,0
AA,01/27/2019,179,N114NN,SFO,11:00,10:51,401,387,-9,11:09,18,0,0,0,0,0
AA,01/27/2019,243,N390AA,MIA,15:45,15:37,213,209,-8,16:00,23,0,0,0,0,0
AA,01/27/2019,255,N101NN,LAX,10:00,10:04,384,365,4,10:24,20,0,0,0,0,0
AA,01/27/2019,277,N879NN,ORD,13:00,12:56,168,145,-4,13:10,14,0,0,0,0,0
AA,01/27/2019,300,N105NN,LAX,20:30,20:27,393,388,-3,21:03,36,0,0,0,0,0
AA,01/27/2019,302,N106NN,LAX,18:20,18:13,393,383,-7,18:42,29,0,0,0,0,0
AA,01/27/2019,331,N110AN,LAX,11:00,10:54,380,376,-6,11:13,19,0,0,0,0,0
AA,01/27/2019,341,N104NN,LAX,14:00,13:54,381,385,-6,14:25,31,0,0,0,0,0
AA,01/27/2019,429,N710UW,CLT,12:55,12:48,125,127,-7,13:02,14,0,0,0,0,0
AA,01/27/2019,631,N576UW,CLT,19:25,19:33,129,125,8,19:54,21,0,0,0,0,0
AA,01/27/2019,952,N921AN,PHX,13:29,13:24,340,329,-5,13:38,14,0,0,0,0,0
AA,01/27/2019,969,N872NN,LAS,07:00,06:56,360,339,-4,07:12,16,0,0,0,0,0
AA,01/27/2019,1047,N990AN,MIA,13:30,13:27,197,232,-3,13:40,13,0,0,32,0,0
AA,01/27/2019,1140,N104NN,BOS,09:40,09:50,68,62,10,10:11,21,0,0,0,0,0
AA,01/27/2019,1240,N879NN,MCO,20:40,20:45,186,188,5,21:00,15,0,0,0,0,0
AA,01/27/2019,1274,N908NN,DFW,12:29,12:23,247,227,-6,12:39,16,0,0,0,0,0
AA,01/27/2019,1278,N907NN,BOS,21:30,21:35,69,64,5,21:51,16,0,0,0,0,0
AA,01/27/2019,1335,N872NN,LAS,20:00,20:03,362,366,3,20:43,40,0,0,0,0,0
AA,01/27/2019,1414,N896NN,ORD,17:08,17:07,178,183,-1,17:36,29,0,0,0,0,0
AA,01/27/2019,1444,N963NN,CLT,08:15,08:11,138,138,-4,08:37,26,0,0,0,0,0
AA,01/27/2019,1500,N926AN,CLT,05:00,04:53,124,133,-7,05:21,28,0,0,0,0,0
AA,01/27/2019,1571,N348AN,MIA,10:59,10:53,192,212,-6,11:15,22,0,0,0,0,0
AA,01/27/2019,1587,N969AN,PHX,16:30,16:27,352,339,-3,16:52,25,0,0,0,0,0
AA,01/27/2019,1610,N187AN,MIA,07:55,07:57,201,251,2,08:47,50,2,0,50,0,0
AA,01/27/2019,2215,N111ZM,SFO,21:05,21:00,403,424,-5,21:23,23,0,0,16,0,0
AA,01/27/2019,2234,N392AN,DFW,08:15,08:08,256,233,-7,08:27,19,0,0,0,0,0
AA,01/27/2019,2268,N692AA,MIA,06:17,06:17,199,224,0,06:36,19,0,0,25,0,0
AA,01/27/2019,2286,N938NN,SEA,19:21,19:18,393,409,-3,19:36,18,0,0,0,0,0
AA,01/27/2019,2291,N948NN,CLT,17:00,16:59,128,127,-1,17:16,17,0,0,0,0,0
AA,01/27/2019,2305,N108NN,SFO,16:00,15:55,409,426,-5,16:34,39,0,0,0,0,0
AA,01/27/2019,2306,N930NN,SAN,17:50,18:02,385,387,12,18:26,24,0,0,0,0,0
AA,01/27/2019,2369,N858NN,PHX,09:59,09:57,351,329,-2,10:13,16,0,0,0,0,0
AA,01/27/2019,2383,N187AN,MIA,17:29,17:51,204,239,22,18:10,19,0,0,35,0,22
AA,01/27/2019,2423,N803NN,DFW,18:13,18:32,255,230,19,18:47,15,0,0,0,0,0
AA,01/27/2019,2514,N938NN,AUS,08:30,08:23,263,252,-7,08:46,23,0,0,0,0,0
AA,01/27/2019,2643,N899NN,CLT,06:30,06:25,124,154,-5,06:56,31,0,0,25,0,0
AA,01/27/2019,2652,N112AN,SFO,18:30,18:22,407,426,-8,18:59,37,0,0,0,0,0
AA,01/27/2019,2704,N845NN,MCO,15:50,15:57,188,211,7,16:42,45,7,0,23,0,0
AA,01/27/2019,2772,N916AN,AUS,19:55,19:49,258,244,-6,20:03,14,0,0,0,0,0
AA,01/27/2019,2773,N850NN,DCA,15:43,15:38,100,90,-5,15:57,19,0,0,0,0,0
AA,01/27/2019,2783,N197AN,EGE,10:50,10:47,285,279,-3,11:06,19,0,0,0,0,0
AA,01/28/2019,1,N101NN,LAX,08:00,07:57,393,374,-3,08:24,27,0,0,0,0,0
AA,01/28/2019,3,N117AN,LAX,12:30,12:19,383,355,-11,12:33,14,0,0,0,0,0
AA,01/28/2019,15,N102NN,SFO,07:00,06:55,400,408,-5,07:16,21,0,0,0,0,0
AA,01/28/2019,33,N114NN,LAX,07:00,06:52,401,372,-8,07:09,17,0,0,0,0,0
AA,01/28/2019,42,N104NN,LAX,09:00,08:54,398,372,-6,09:10,16,0,0,0,0,0
AA,01/28/2019,53,N113AN,LAX,16:20,16:15,393,363,-5,16:42,27,0,0,0,0,0
AA,01/28/2019,117,N105NN,LAX,15:20,15:13,391,363,-7,15:33,20,0,0,0,0,0
AA,01/28/2019,133,N115NN,LAX,17:20,17:16,392,397,-4,17:37,21,0,0,0,0,0
AA,01/28/2019,171,N110AN,LAX,06:00,05:54,397,372,-6,06:13,19,0,0,0,0,0
AA,01/28/2019,179,N109NN,SFO,11:00,10:55,401,384,-5,11:17,22,0,0,0,0,0
AA,01/28/2019,243,N395AN,MIA,15:45,15:38,213,210,-7,16:13,35,0,0,0,0,0
AA,01/28/2019,255,N112AN,LAX,10:00,09:55,384,365,-5,10:15,20,0,0,0,0,0
AA,01/28/2019,277,N842NN,ORD,13:00,15:23,168,207,143,15:58,35,0,0,182,0,0
AA,01/28/2019,300,N110AN,LAX,20:30,20:21,393,369,-9,20:43,22,0,0,0,0,0
AA,01/28/2019,302,N108NN,LAX,18:20,18:27,393,372,7,18:44,17,0,0,0,0,0
AA,01/28/2019,331,N116AN,LAX,11:00,10:53,380,358,-7,11:11,18,0,0,0,0,0
AA,01/28/2019,341,N106NN,LAX,14:00,13:51,381,369,-9,14:20,29,0,0,0,0,0
AA,01/28/2019,429,N814AW,CLT,12:55,12:45,125,113,-10,13:02,17,0,0,0,0,0
AA,01/28/2019,631,N177US,CLT,19:25,20:19,129,98,54,20:34,15,23,0,0,0,0
AA,01/28/2019,952,N979NN,PHX,13:30,13:24,340,330,-6,13:42,18,0,0,0,0,0
AA,01/28/2019,969,N850NN,LAS,07:00,07:22,360,362,22,08:03,41,22,0,2,0,0
AA,01/28/2019,1047,N301NW,MIA,13:30,13:36,197,206,6,14:09,33,6,0,9,0,0
AA,01/28/2019,1140,N106NN,BOS,09:40,09:32,68,60,-8,09:50,18,0,0,0,0,0
AA,01/28/2019,1240,N920NN,MCO,20:40,20:33,186,164,-7,20:50,17,0,0,0,0,0
AA,01/28/2019,1274,N821NN,DFW,12:29,12:30,247,236,1,12:47,17,0,0,0,0,0
AA,01/28/2019,1278,N854NN,BOS,21:30,21:34,69,68,4,21:57,23,0,0,0,0,0
AA,01/28/2019,1335,N850NN,LAS,20:00,20:01,362,349,1,20:24,23,0,0,0,0,0
AA,01/28/2019,1414,N908NN,ORD,17:08,00:00,178,0,0,00:00,0,0,0,0,0,0
AA,01/28/2019,1444,N972NN,CLT,08:15,08:13,138,125,-2,08:40,27,0,0,0,0,0
AA,01/28/2019,1487,N988NN,PHX,06:30,06:32,354,338,2,06:47,15,0,0,0,0,0
AA,01/28/2019,1500,N855NN,CLT,05:00,04:58,124,117,-2,05:14,16,0,0,0,0,0
AA,01/28/2019,1571,N391AA,MIA,10:59,10:54,192,204,-5,11:18,24,0,0,0,0,0
AA,01/28/2019,1587,N852NN,PHX,16:30,16:27,352,336,-3,16:46,19,0,0,0,0,0
AA,01/28/2019,1610,N190AA,MIA,07:55,07:55,201,210,0,08:29,34,0,0,0,0,0
AA,01/28/2019,2214,N338PK,DFW,06:30,06:21,252,239,-9,06:41,20,0,0,0,0,0
AA,01/28/2019,2215,N102NN,SFO,21:05,20:59,403,390,-6,21:22,23,0,0,0,0,0
AA,01/28/2019,2234,N343AN,DFW,08:15,08:11,256,233,-4,08:35,24,0,0,0,0,0
AA,01/28/2019,2268,N692AA,MIA,06:17,06:15,199,203,-2,06:34,19,0,0,0,0,0
AA,01/28/2019,2286,N922NN,SEA,19:21,19:18,393,373,-3,19:46,28,0,0,0,0,0
AA,01/28/2019,2291,N176AA,CLT,17:00,16:53,128,117,-7,17:10,17,0,0,0,0,0
AA,01/28/2019,2305,N111ZM,SFO,16:00,15:54,409,390,-6,16:23,29,0,0,0,0,0
AA,01/28/2019,2306,N873NN,SAN,17:50,17:52,385,366,2,18:12,20,0,0,0,0,0
AA,01/28/2019,2369,N930AN,PHX,09:59,09:56,351,343,-3,10:17,21,0,0,0,0,0
AA,01/28/2019,2383,N762AN,MIA,17:29,17:24,204,201,-5,17:39,15,0,0,0,0,0
AA,01/28/2019,2514,N873NN,AUS,08:30,08:19,263,256,-11,08:50,31,0,0,0,0,0
AA,01/28/2019,2643,N962AN,CLT,06:30,08:55,124,111,145,09:13,18,132,0,0,0,0
AA,01/28/2019,2652,N103NN,SFO,18:30,18:22,407,381,-8,18:42,20,0,0,0,0,0
AA,01/28/2019,2704,N904NN,MCO,15:50,16:14,188,181,24,16:37,23,5,0,0,0,12
AA,01/28/2019,2772,N963NN,AUS,19:55,20:27,258,250,32,20:45,18,5,0,0,0,19
AA,01/28/2019,2773,N963NN,DCA,15:43,15:38,100,79,-5,16:08,30,0,0,0,0,0
AA,01/28/2019,2783,N197AN,EGE,10:50,10:51,285,276,1,11:09,18,0,0,0,0,0
AA,01/29/2019,1,N114NN,LAX,08:00,07:53,393,376,-7,08:15,22,0,0,0,0,0
AA,01/29/2019,3,N108NN,LAX,12:30,12:24,383,342,-6,12:33,9,0,0,0,0,0
AA,01/29/2019,15,N109NN,SFO,07:00,06:55,400,387,-5,07:18,23,0,0,0,0,0
AA,01/29/2019,33,N105NN,LAX,07:00,06:50,401,367,-10,07:12,22,0,0,0,0,0
AA,01/29/2019,42,N101NN,LAX,09:00,08:54,398,374,-6,09:30,36,0,0,0,0,0
AA,01/29/2019,53,N113AN,LAX,16:20,16:22,393,378,2,16:51,29,0,0,0,0,0
AA,01/29/2019,117,N110AN,LAX,15:20,15:13,391,360,-7,15:29,16,0,0,0,0,0
AA,01/29/2019,133,N106NN,LAX,17:20,17:16,392,353,-4,17:36,20,0,0,0,0,0
AA,01/29/2019,171,N116AN,LAX,06:00,05:51,397,374,-9,06:07,16,0,0,0,0,0
AA,01/29/2019,179,N107NN,SFO,11:00,10:51,401,376,-9,11:09,18,0,0,0,0,0
AA,01/29/2019,243,N343AN,MIA,15:45,15:41,213,202,-4,16:18,37,0,0,0,0,0
AA,01/29/2019,255,N104NN,LAX,10:00,09:54,384,361,-6,10:12,18,0,0,0,0,0
AA,01/29/2019,277,N914AN,ORD,13:00,12:56,168,165,-4,13:19,23,0,0,0,0,0
AA,01/29/2019,300,N116AN,LAX,20:30,20:26,393,362,-4,20:58,32,0,0,0,0,0
AA,01/29/2019,302,N111ZM,LAX,18:20,18:16,393,348,-4,18:28,12,0,0,0,0,0
AA,01/29/2019,331,N115NN,LAX,11:00,10:56,380,365,-4,11:15,19,0,0,0,0,0
AA,01/29/2019,341,N103NN,LAX,14:00,13:52,381,385,-8,14:19,27,0,0,0,0,0
AA,01/29/2019,429,N838AW,CLT,12:55,12:49,125,126,-6,13:05,16,0,0,0,0,0
AA,01/29/2019,631,N921US,CLT,19:25,19:15,129,122,-10,19:39,24,0,0,0,0,0
AA,01/29/2019,952,N990NN,PHX,13:30,13:29,340,329,-1,13:45,16,0,0,0,0,0
AA,01/29/2019,969,N902NN,LAS,07:00,07:05,360,341,5,07:27,22,0,0,0,0,0
AA,01/29/2019,1047,N944AN,MIA,13:30,13:25,197,198,-5,13:42,17,0,0,0,0,0
AA,01/29/2019,1140,N103NN,BOS,09:40,09:31,68,58,-9,09:47,16,0,0,0,0,0
AA,01/29/2019,1240,N902NN,MCO,20:40,20:36,186,188,-4,21:08,32,0,0,0,0,0
AA,01/29/2019,1278,N855NN,BOS,21:30,21:26,69,72,-4,21:49,23,0,0,0,0,0
AA,01/29/2019,1335,N914AN,LAS,20:00,19:59,362,356,-1,20:28,29,0,0,0,0,0
AA,01/29/2019,1414,N922NN,ORD,17:08,17:02,178,184,-6,17:29,27,0,0,0,0,0
AA,01/29/2019,1444,N865NN,CLT,08:15,08:04,138,120,-11,08:20,16,0,0,0,0,0
AA,01/29/2019,1487,N969NN,PHX,06:30,06:37,354,354,7,06:58,21,0,0,0,0,0
AA,01/29/2019,1500,N301NW,CLT,05:00,04:55,124,119,-5,05:15,20,0,0,0,0,0
AA,01/29/2019,1571,N346AN,MIA,10:59,10:56,192,194,-3,11:17,21,0,0,0,0,0
AA,01/29/2019,1610,N197AN,MIA,07:55,07:52,201,199,-3,08:13,21,0,0,0,0,0
AA,01/29/2019,2215,N109NN,SFO,21:05,21:03,403,367,-2,21:22,19,0,0,0,0,0
AA,01/29/2019,2234,N350AN,DFW,08:15,08:08,256,227,-7,08:25,17,0,0,0,0,0
AA,01/29/2019,2268,N176AA,MIA,06:17,06:17,199,182,0,06:32,15,0,0,0,0,0
AA,01/29/2019,2286,N903NN,SEA,19:21,19:22,393,364,1,19:46,24,0,0,0,0,0
AA,01/29/2019,2291,N301NW,CLT,17:00,16:51,128,131,-9,17:14,23,0,0,0,0,0
AA,01/29/2019,2305,N102NN,SFO,16:00,15:55,409,396,-5,16:37,42,0,0,0,0,0
AA,01/29/2019,2306,N949NN,SAN,17:50,17:49,385,365,-1,18:16,27,0,0,0,0,0
AA,01/29/2019,2369,N850NN,PHX,09:59,09:52,351,339,-7,10:11,19,0,0,0,0,0
AA,01/29/2019,2383,N197AN,MIA,17:29,17:24,204,206,-5,17:53,29,0,0,0,0,0
AA,01/29/2019,2514,N969AN,AUS,08:30,08:19,263,252,-11,08:41,22,0,0,0,0,0
AA,01/29/2019,2643,N987NN,CLT,06:30,06:19,124,123,-11,06:35,16,0,0,0,0,0
AA,01/29/2019,2652,N117AN,SFO,18:30,18:27,407,377,-3,18:49,22,0,0,0,0,0
AA,01/29/2019,2704,N994NN,MCO,15:50,15:40,188,205,-10,16:21,41,0,0,0,0,0
AA,01/29/2019,2772,N969AN,AUS,19:55,19:50,258,282,-5,20:25,35,0,0,19,0,0
AA,01/29/2019,2773,N855NN,DCA,15:43,15:35,100,121,-8,16:15,40,0,0,0,0,0
AA,01/30/2019,1,N105NN,LAX,08:00,07:54,393,385,-6,08:32,38,0,0,0,0,0
AA,01/30/2019,3,N103NN,LAX,12:30,12:26,383,348,-4,12:40,14,0,0,0,0,0
AA,01/30/2019,15,N107NN,SFO,07:00,06:57,400,375,-3,07:18,21,0,0,0,0,0
AA,01/30/2019,33,N115NN,LAX,07:00,06:47,401,380,-13,07:12,25,0,0,0,0,0
AA,01/30/2019,42,N104NN,LAX,09:00,08:55,398,400,-5,09:46,51,0,0,0,0,0
AA,01/30/2019,53,N108NN,LAX,16:20,20:37,393,395,257,21:26,49,0,101,2,0,156
AA,01/30/2019,117,N116AN,LAX,15:20,15:17,391,371,-3,15:33,16,0,0,0,0,0
AA,01/30/2019,133,N113AN,LAX,17:20,17:42,392,383,22,18:22,40,0,0,0,0,0
AA,01/30/2019,171,N114NN,LAX,06:00,05:55,397,384,-5,06:30,35,0,0,0,0,0
AA,01/30/2019,179,N117AN,SFO,11:00,10:51,401,364,-9,11:04,13,0,0,0,0,0
AA,01/30/2019,243,N348AN,MIA,15:45,15:40,213,313,-5,17:49,129,0,0,95,0,0
AA,01/30/2019,255,N111ZM,LAX,10:00,09:55,384,368,-5,10:19,24,0,0,0,0,0
AA,01/30/2019,277,N938AN,ORD,13:00,00:00,168,0,0,00:00,0,0,0,0,0,0
AA,01/30/2019,300,N114NN,LAX,20:30,20:41,393,404,11,21:29,48,0,11,11,0,0
AA,01/30/2019,302,N102NN,LAX,18:20,18:20,393,398,0,19:07,47,0,0,0,0,0
AA,01/30/2019,331,N112AN,LAX,11:00,10:51,380,363,-9,11:13,22,0,0,0,0,0
AA,01/30/2019,341,N101NN,LAX,14:00,13:54,381,355,-6,14:10,16,0,0,0,0,0
AA,01/30/2019,429,N838AW,CLT,12:55,12:45,125,121,-10,12:57,12,0,0,0,0,0
AA,01/30/2019,631,N153UW,CLT,19:25,22:53,129,128,208,23:16,23,53,0,0,0,154
AA,01/30/2019,952,N873NN,PHX,13:30,13:30,340,328,0,13:49,19,0,0,0,0,0
AA,01/30/2019,969,N335PH,LAS,07:00,06:50,360,325,-10,07:04,14,0,0,0,0,0
AA,01/30/2019,1047,N925NN,MIA,13:30,13:29,197,196,-1,13:51,22,0,0,0,0,0
AA,01/30/2019,1140,N101NN,BOS,09:40,09:36,68,86,-4,10:18,42,0,0,0,0,0
AA,01/30/2019,1240,N871NN,MCO,20:40,22:45,186,191,125,23:04,19,0,4,5,0,121
AA,01/30/2019,1278,N869NN,BOS,21:30,21:28,69,165,-2,22:20,52,0,0,94,0,0
AA,01/30/2019,1335,N335PH,LAS,20:00,20:10,362,366,10,20:59,49,0,0,0,0,0
AA,01/30/2019,1414,N903NN,ORD,17:08,17:46,178,187,38,18:45,59,0,38,9,0,0
AA,01/30/2019,1444,N976AN,CLT,08:15,08:08,138,161,-7,08:51,43,0,0,16,0,0
AA,01/30/2019,1487,N821NN,PHX,06:30,06:28,354,335,-2,06:57,29,0,0,0,0,0
AA,01/30/2019,1500,N918AN,CLT,05:00,04:56,124,140,-4,05:26,30,0,0,0,0,0
AA,01/30/2019,1571,N344AN,MIA,10:59,10:57,192,191,-2,11:16,19,0,0,0,0,0
AA,01/30/2019,1587,N861NN,PHX,16:30,21:10,352,362,280,22:00,50,0,280,10,0,0
AA,01/30/2019,1610,N193AN,MIA,07:55,07:54,201,215,-1,08:25,31,0,0,0,0,0
AA,01/30/2019,2215,N107NN,SFO,21:05,21:40,403,390,35,22:19,39,22,0,0,0,0
AA,01/30/2019,2234,N381AN,DFW,08:15,08:16,256,284,1,09:06,50,0,1,28,0,0
AA,01/30/2019,2268,N177AN,MIA,06:17,06:13,199,189,-4,06:31,18,0,0,0,0,0
AA,01/30/2019,2286,N317PG,SEA,19:21,19:26,393,370,5,19:54,28,0,0,0,0,0
AA,01/30/2019,2291,N872NN,CLT,17:00,17:25,128,196,25,18:33,68,0,25,68,0,0
AA,01/30/2019,2305,N109NN,SFO,16:00,15:58,409,0,-2,00:00,0,0,0,0,0,0
AA,01/30/2019,2306,N960NN,SAN,17:50,18:55,385,392,65,19:42,47,0,65,7,0,0
AA,01/30/2019,2369,N996NN,PHX,09:59,09:56,351,333,-3,10:22,26,0,0,0,0,0
AA,01/30/2019,2383,N186AN,MIA,17:29,17:40,204,256,11,18:58,78,0,11,52,0,0
AA,01/30/2019,2514,N317PG,AUS,08:30,08:22,263,297,-8,09:04,42,0,0,26,0,0
AA,01/30/2019,2643,N309PC,CLT,06:30,06:26,124,134,-4,06:47,21,0,0,0,0,0
AA,01/30/2019,2652,N115NN,SFO,18:30,20:59,407,391,149,21:47,48,0,0,0,0,133
AA,01/30/2019,2704,N918AN,MCO,15:50,15:47,188,277,-3,17:36,109,0,0,86,0,0
AA,01/30/2019,2772,N940NN,AUS,19:55,20:10,258,296,15,21:16,66,0,15,38,0,0
AA,01/30/2019,2773,N871NN,DCA,15:43,15:38,100,178,-5,17:28,110,0,0,73,0,0
AA,01/31/2019,1,N104NN,LAX,08:00,08:12,393,447,12,09:12,60,0,12,54,0,0
AA,01/31/2019,3,N115NN,LAX,12:30,12:28,383,375,-2,12:40,12,0,0,0,0,0
AA,01/31/2019,15,N117AN,SFO,07:00,07:07,400,392,7,07:32,25,0,0,0,0,0
AA,01/31/2019,33,N116AN,LAX,07:00,06:54,401,409,-6,07:23,29,0,0,0,0,0
AA,01/31/2019,42,N111ZM,LAX,09:00,08:52,398,418,-8,09:28,36,0,0,0,0,0
AA,01/31/2019,53,N102NN,LAX,16:20,17:09,393,366,49,17:29,20,22,0,0,0,0
AA,01/31/2019,117,N114NN,LAX,15:20,15:19,391,387,-1,15:50,31,0,0,0,0,0
AA,01/31/2019,133,N110AN,LAX,17:20,17:19,392,380,-1,17:51,32,0,0,0,0,0
AA,01/31/2019,171,N112AN,LAX,06:00,05:57,397,381,-3,06:14,17,0,0,0,0,0
AA,01/31/2019,179,N113AN,SFO,11:00,10:57,401,389,-3,11:18,21,0,0,0,0,0
AA,01/31/2019,243,N392AN,MIA,15:45,15:42,213,196,-3,16:11,29,0,0,0,0,0
AA,01/31/2019,255,N109NN,LAX,10:00,09:56,384,407,-4,10:23,27,0,0,19,0,0
AA,01/31/2019,277,N301PA,ORD,13:00,13:13,168,152,13,13:28,15,0,0,0,0,0
AA,01/31/2019,300,N112AN,LAX,20:30,20:51,393,356,21,21:04,13,0,0,0,0,0
AA,01/31/2019,302,N108NN,LAX,18:20,18:37,393,383,17,18:52,15,0,0,0,0,0
AA,01/31/2019,331,N105NN,LAX,11:00,10:57,380,372,-3,11:13,16,0,0,0,0,0
AA,01/31/2019,341,N103NN,LAX,14:00,13:58,381,393,-2,14:30,32,0,0,0,0,0
AA,01/31/2019,429,N831AW,CLT,12:55,12:49,125,110,-6,13:01,12,0,0,0,0,0
AA,01/31/2019,631,N916US,CLT,19:25,19:44,129,122,19,20:02,18,0,0,0,0,0
AA,01/31/2019,952,N359PX,PHX,13:29,13:25,340,349,-4,13:52,27,0,0,0,0,0
AA,01/31/2019,969,N821NN,LAS,07:00,07:08,360,0,8,07:28,20,0,0,0,0,0
AA,01/31/2019,1047,N949NN,MIA,13:30,13:38,197,214,8,14:16,38,0,8,17,0,0
AA,01/31/2019,1140,N103NN,BOS,09:40,09:33,68,75,-7,10:03,30,0,0,0,0,0
AA,01/31/2019,1240,N959NN,MCO,20:40,20:40,186,179,0,21:03,23,0,0,0,0,0
AA,01/31/2019,1274,N967AN,DFW,12:29,13:06,247,240,37,13:25,19,30,0,0,0,0
AA,01/31/2019,1278,N915AN,BOS,21:30,21:27,69,71,-3,21:48,21,0,0,0,0,0
AA,01/31/2019,1335,N953AN,LAS,20:00,20:18,362,343,18,20:42,24,0,0,0,0,0
AA,01/31/2019,1414,N958AN,ORD,17:08,00:00,178,0,0,00:00,0,0,0,0,0,0
AA,01/31/2019,1444,N887NN,CLT,08:15,08:25,138,142,10,08:56,31,0,0,0,0,0
AA,01/31/2019,1487,N894NN,PHX,06:30,06:28,354,330,-2,06:46,18,0,0,0,0,0
AA,01/31/2019,1500,N976AN,CLT,05:00,06:24,124,126,84,06:40,16,84,0,2,0,0
AA,01/31/2019,1571,N348AN,MIA,10:59,11:01,192,199,2,11:28,27,0,0,0,0,0
AA,01/31/2019,1587,N879NN,PHX,16:30,16:51,352,332,21,17:07,16,0,0,0,0,0
AA,01/31/2019,1610,N188AN,MIA,07:55,07:56,201,224,1,08:51,55,0,1,23,0,0
AA,01/31/2019,2214,N809NN,DFW,06:30,07:14,252,247,44,07:37,23,39,0,0,0,0
AA,01/31/2019,2215,N117AN,SFO,21:05,21:30,403,372,25,21:51,21,0,0,0,0,0
AA,01/31/2019,2234,N381AN,DFW,08:15,08:21,256,280,6,09:03,42,0,6,24,0,0
AA,01/31/2019,2268,N177AN,MIA,06:17,06:42,199,181,25,06:59,17,0,0,0,0,0
AA,01/31/2019,2286,N921AN,SEA,19:21,19:15,393,401,-6,19:42,27,0,0,0,0,0
AA,01/31/2019,2291,N998NN,CLT,17:00,17:06,128,110,6,17:18,12,0,0,0,0,0
AA,01/31/2019,2305,N107NN,SFO,16:00,15:57,409,406,-3,16:40,43,0,0,0,0,0
AA,01/31/2019,2306,N896NN,SAN,17:50,18:17,385,382,27,18:34,17,0,0,0,0,24
AA,01/31/2019,2369,N849NN,PHX,09:59,11:30,351,337,91,11:52,22,0,77,0,0,0
AA,01/31/2019,2383,N187AN,MIA,17:29,17:33,204,207,4,18:01,28,0,0,0,0,0
AA,01/31/2019,2423,N858NN,DFW,18:13,18:07,255,236,-6,18:24,17,0,0,0,0,0
AA,01/31/2019,2514,N931NN,AUS,08:30,08:29,263,269,-1,09:00,31,0,0,0,0,0
AA,01/31/2019,2643,N875NN,CLT,06:30,06:28,124,128,-2,06:44,16,0,0,0,0,0
AA,01/31/2019,2652,N101NN,SFO,18:30,18:51,407,376,21,19:09,18,0,0,0,0,0
AA,01/31/2019,2704,N946AN,MCO,15:50,15:49,188,193,-1,16:18,29,0,0,0,0,0
AA,01/31/2019,2772,N928NN,AUS,19:55,19:51,258,244,-4,20:08,17,0,0,0,0,0
AA,01/31/2019,2773,N959NN,DCA,15:43,15:39,100,106,-4,16:16,37,0,0,0,0,0
AA,01/31/2019,2783,N193AN,EGE,10:50,11:14,285,290,24,11:38,24,0,24,5,0,0
,,,,,,,,,7.189280868,,,,,,,
 SOURCE: Bureau of Transportation Statistics,,,,,,,,,,,,,,,,
